Id,Quantity
S_17|Item_1710|2018-07-19,0.012
S_17|Item_1710|2018-08-24,0.012
S_17|Item_1710|2018-09-23,0.012
S_17|Item_1711|2018-02-14,0.012
S_17|Item_1711|2018-05-22,0.012
S_17|Item_1711|2018-06-02,0.012
S_17|Item_1711|2018-06-13,0.012
S_17|Item_1711|2018-07-19,0.012
S_17|Item_1711|2018-08-24,0.012
S_17|Item_1711|2018-09-23,0.012
S_17|Item_1712|2018-02-14,0.012
S_17|Item_1712|2018-05-22,0.012
S_17|Item_1712|2018-06-02,0.012
S_17|Item_1712|2018-06-13,0.012
S_17|Item_1712|2018-07-19,0.012
S_17|Item_1712|2018-08-24,0.012
S_17|Item_1712|2018-09-23,0.012
S_17|Item_1713|2018-02-14,0.012
S_17|Item_1713|2018-05-22,0.012
S_17|Item_1713|2018-06-02,0.012
S_17|Item_1713|2018-06-13,0.012
S_17|Item_1713|2018-07-19,0.012
S_17|Item_1713|2018-08-24,0.012
S_17|Item_1713|2018-09-23,0.012
S_17|Item_1714|2018-02-14,0.012
S_17|Item_1714|2018-05-22,0.012
S_17|Item_1714|2018-06-02,0.012
S_17|Item_1714|2018-06-13,0.012
S_17|Item_1714|2018-07-19,0.012
S_17|Item_1714|2018-08-24,0.012
S_17|Item_1714|2018-09-23,0.012
S_17|Item_1715|2018-02-14,0.012
S_17|Item_1715|2018-05-22,0.012
S_17|Item_1715|2018-06-02,0.012
S_17|Item_1715|2018-06-13,0.012
S_17|Item_1715|2018-07-19,0.012
S_17|Item_1715|2018-08-24,0.012
S_17|Item_1715|2018-09-23,0.012
S_17|Item_1725|2018-02-14,0.012
S_17|Item_1725|2018-05-22,0.012
S_17|Item_1725|2018-06-02,0.012
S_17|Item_1725|2018-06-13,0.012
S_17|Item_1725|2018-07-19,0.012
S_17|Item_1725|2018-08-24,0.012
S_17|Item_1725|2018-09-23,0.012
S_17|Item_1726|2018-02-14,0.012
S_17|Item_1726|2018-05-22,0.012
S_17|Item_1726|2018-06-02,0.012
S_17|Item_1726|2018-06-13,0.012
S_17|Item_1726|2018-07-19,0.012
S_17|Item_1726|2018-08-24,0.012
S_17|Item_1726|2018-09-23,0.012
S_17|Item_1727|2018-02-14,0.012
S_17|Item_1727|2018-05-22,0.012
S_17|Item_1727|2018-06-02,0.012
S_17|Item_1727|2018-06-13,0.012
S_17|Item_1727|2018-07-19,0.012
S_17|Item_1727|2018-08-24,0.012
S_17|Item_1727|2018-09-23,0.012
S_17|Item_1728|2018-02-14,0.012
S_17|Item_1728|2018-05-22,0.012
S_17|Item_1728|2018-06-02,0.012
S_17|Item_1728|2018-06-13,0.012
S_17|Item_1728|2018-07-19,0.012
S_17|Item_1728|2018-08-24,0.012
S_17|Item_1728|2018-09-23,0.012
S_17|Item_1736|2018-02-14,0.012
S_17|Item_1736|2018-05-22,0.012
S_17|Item_1736|2018-06-02,0.012
S_17|Item_1736|2018-06-13,0.012
S_17|Item_1736|2018-07-19,0.012
S_17|Item_1736|2018-08-24,0.012
S_17|Item_1736|2018-09-23,0.012
S_17|Item_1740|2018-02-14,0.012
S_17|Item_1740|2018-05-22,0.012
S_17|Item_1740|2018-06-02,0.012
S_17|Item_1740|2018-06-13,0.012
S_17|Item_1740|2018-07-19,0.012
S_17|Item_1740|2018-08-24,0.012
S_17|Item_1740|2018-09-23,0.012
S_17|Item_1744|2018-02-14,0.012
S_17|Item_1744|2018-05-22,0.012
S_17|Item_1744|2018-06-02,0.012
S_17|Item_1744|2018-06-13,0.012
S_17|Item_1744|2018-07-19,0.012
S_17|Item_1744|2018-08-24,0.012
S_17|Item_1744|2018-09-23,0.012
S_17|Item_1767|2018-02-14,0.012
S_17|Item_1767|2018-05-22,0.012
S_17|Item_1767|2018-06-02,0.012
S_17|Item_1767|2018-06-13,0.012
S_17|Item_1767|2018-07-19,0.012
S_17|Item_1767|2018-08-24,0.012
S_17|Item_1767|2018-09-23,0.012
S_17|Item_1789|2018-02-14,0.012
S_17|Item_1789|2018-05-22,0.012
S_17|Item_1789|2018-06-02,0.012
S_17|Item_1789|2018-06-13,0.012
S_17|Item_1789|2018-07-19,0.012
S_17|Item_1789|2018-08-24,0.012
S_17|Item_1789|2018-09-23,0.012
S_17|Item_1790|2018-02-14,0.012
S_17|Item_1790|2018-05-22,0.012
S_17|Item_1790|2018-06-02,0.012
S_17|Item_1790|2018-06-13,0.012
S_17|Item_1790|2018-07-19,0.012
S_17|Item_1790|2018-08-24,0.012
S_17|Item_1790|2018-09-23,0.012
S_17|Item_1793|2018-02-14,0.012
S_17|Item_1793|2018-05-22,0.012
S_17|Item_1793|2018-06-02,0.012
S_17|Item_1793|2018-06-13,0.012
S_17|Item_1793|2018-07-19,0.012
S_17|Item_1793|2018-08-24,0.012
S_17|Item_1793|2018-09-23,0.012
S_17|Item_1799|2018-02-14,0.012
S_17|Item_1799|2018-05-22,0.012
S_17|Item_1799|2018-06-02,0.012
S_17|Item_1799|2018-06-13,0.012
S_17|Item_1799|2018-07-19,0.012
S_17|Item_1799|2018-08-24,0.012
S_17|Item_1799|2018-09-23,0.012
S_17|Item_1807|2018-02-14,0.012
S_17|Item_1807|2018-05-22,0.012
S_17|Item_1807|2018-06-02,0.012
S_17|Item_1807|2018-06-13,0.012
S_17|Item_1807|2018-07-19,0.012
S_17|Item_1807|2018-08-24,0.012
S_17|Item_1807|2018-09-23,0.012
S_17|Item_1810|2018-02-14,0.012
S_17|Item_1810|2018-05-22,0.012
S_17|Item_1810|2018-06-02,0.012
S_17|Item_1810|2018-06-13,0.012
S_17|Item_1810|2018-07-19,0.012
S_17|Item_1810|2018-08-24,0.012
S_17|Item_1810|2018-09-23,0.012
S_17|Item_1811|2018-02-14,0.012
S_17|Item_1811|2018-05-22,0.012
S_17|Item_1811|2018-06-02,0.012
S_17|Item_1811|2018-06-13,0.012
S_17|Item_1811|2018-07-19,0.012
S_17|Item_1811|2018-08-24,0.012
S_17|Item_1811|2018-09-23,0.012
S_17|Item_1816|2018-02-14,0.012
S_17|Item_1816|2018-05-22,0.012
S_17|Item_1816|2018-06-02,0.012
S_17|Item_1816|2018-06-13,0.012
S_17|Item_1816|2018-07-19,0.012
S_17|Item_1816|2018-08-24,0.012
S_17|Item_1816|2018-09-23,0.012
S_17|Item_1820|2018-02-14,0.012
S_17|Item_1820|2018-05-22,0.012
S_17|Item_1820|2018-06-02,0.012
S_17|Item_1820|2018-06-13,0.012
S_17|Item_1820|2018-07-19,0.012
S_17|Item_1820|2018-08-24,0.012
S_17|Item_1820|2018-09-23,0.012
S_17|Item_1821|2018-02-14,0.012
S_17|Item_1821|2018-05-22,0.012
S_17|Item_1821|2018-06-02,0.012
S_17|Item_1821|2018-06-13,0.012
S_17|Item_1821|2018-07-19,0.012
S_17|Item_1821|2018-08-24,0.012
S_17|Item_1821|2018-09-23,0.012
S_17|Item_1826|2018-02-14,0.012
S_17|Item_1826|2018-05-22,0.012
S_17|Item_1826|2018-06-02,0.012
S_17|Item_1826|2018-06-13,0.012
S_17|Item_1826|2018-07-19,0.012
S_17|Item_1826|2018-08-24,0.012
S_17|Item_1826|2018-09-23,0.012
S_17|Item_1833|2018-02-14,0.012
S_17|Item_1833|2018-05-22,0.012
S_17|Item_1833|2018-06-02,0.012
S_17|Item_1833|2018-06-13,0.012
S_17|Item_1833|2018-07-19,0.012
S_17|Item_1833|2018-08-24,0.012
S_17|Item_1833|2018-09-23,0.012
S_17|Item_1842|2018-02-14,0.012
S_17|Item_1842|2018-05-22,0.012
S_17|Item_1842|2018-06-02,0.012
S_17|Item_1842|2018-06-13,0.012
S_17|Item_1842|2018-07-19,0.012
S_17|Item_1842|2018-08-24,0.012
S_17|Item_1842|2018-09-23,0.012
S_17|Item_1843|2018-02-14,0.012
S_17|Item_1843|2018-05-22,0.012
S_17|Item_1843|2018-06-02,0.012
S_17|Item_1843|2018-06-13,0.012
S_17|Item_1843|2018-07-19,0.012
S_17|Item_1843|2018-08-24,0.012
S_17|Item_1843|2018-09-23,0.012
S_17|Item_1852|2018-02-14,0.012
S_17|Item_1852|2018-05-22,0.012
S_17|Item_1852|2018-06-02,0.012
S_17|Item_1852|2018-06-13,0.012
S_17|Item_1852|2018-07-19,0.012
S_17|Item_1852|2018-08-24,0.012
S_17|Item_1852|2018-09-23,0.012
S_17|Item_1871|2018-02-14,0.012
S_17|Item_1871|2018-05-22,0.012
S_17|Item_1871|2018-06-02,0.012
S_17|Item_1871|2018-06-13,0.012
S_17|Item_1871|2018-07-19,0.012
S_17|Item_1871|2018-08-24,0.012
S_17|Item_1871|2018-09-23,0.012
S_17|Item_1883|2018-02-14,0.012
S_17|Item_1883|2018-05-22,0.012
S_17|Item_1883|2018-06-02,0.012
S_17|Item_1883|2018-06-13,0.012
S_17|Item_1883|2018-07-19,0.012
S_17|Item_1883|2018-08-24,0.012
S_17|Item_1883|2018-09-23,0.012
S_17|Item_1885|2018-02-14,0.012
S_17|Item_1885|2018-05-22,0.012
S_17|Item_1885|2018-06-02,0.012
S_17|Item_1885|2018-06-13,0.012
S_17|Item_1885|2018-07-19,0.012
S_17|Item_1885|2018-08-24,0.012
S_17|Item_1885|2018-09-23,0.012
S_17|Item_1888|2018-02-14,0.012
S_17|Item_1888|2018-05-22,0.012
S_17|Item_1888|2018-06-02,0.012
S_17|Item_1888|2018-06-13,0.012
S_17|Item_1888|2018-07-19,0.012
S_17|Item_1888|2018-08-24,0.012
S_17|Item_1888|2018-09-23,0.012
S_17|Item_1889|2018-02-14,0.012
S_17|Item_1889|2018-05-22,0.012
S_17|Item_1889|2018-06-02,0.012
S_17|Item_1889|2018-06-13,0.012
S_17|Item_1889|2018-07-19,0.012
S_17|Item_1889|2018-08-24,0.012
S_17|Item_1889|2018-09-23,0.012
S_17|Item_1890|2018-02-14,0.012
S_17|Item_1890|2018-05-22,0.012
S_17|Item_1890|2018-06-02,0.012
S_17|Item_1890|2018-06-13,0.012
S_17|Item_1890|2018-07-19,0.012
S_17|Item_1890|2018-08-24,0.012
S_17|Item_1890|2018-09-23,0.012
S_17|Item_1891|2018-02-14,0.012
S_17|Item_1891|2018-05-22,0.012
S_17|Item_1891|2018-06-02,0.012
S_17|Item_1891|2018-06-13,0.012
S_17|Item_1891|2018-07-19,0.012
S_17|Item_1891|2018-08-24,0.012
S_17|Item_1891|2018-09-23,0.012
S_17|Item_1893|2018-02-14,0.012
S_17|Item_1893|2018-05-22,0.012
S_17|Item_1893|2018-06-02,0.012
S_17|Item_1893|2018-06-13,0.012
S_17|Item_1893|2018-07-19,0.012
S_17|Item_1893|2018-08-24,0.012
S_17|Item_1893|2018-09-23,0.012
S_17|Item_1898|2018-02-14,0.012
S_17|Item_1898|2018-05-22,0.012
S_17|Item_1898|2018-06-02,0.012
S_17|Item_1898|2018-06-13,0.012
S_17|Item_1898|2018-07-19,0.012
S_17|Item_1898|2018-08-24,0.012
S_17|Item_1898|2018-09-23,0.012
S_17|Item_1899|2018-02-14,0.012
S_17|Item_1899|2018-05-22,0.012
S_17|Item_1899|2018-06-02,0.012
S_17|Item_1899|2018-06-13,0.012
S_17|Item_1899|2018-07-19,0.012
S_17|Item_1899|2018-08-24,0.012
S_17|Item_1899|2018-09-23,0.012
S_17|Item_1900|2018-02-14,0.012
S_17|Item_1900|2018-05-22,0.012
S_17|Item_1900|2018-06-02,0.012
S_17|Item_1900|2018-06-13,0.012
S_17|Item_1900|2018-07-19,0.012
S_17|Item_1900|2018-08-24,0.012
S_17|Item_1900|2018-09-23,0.012
S_17|Item_2040|2018-02-14,0.012
S_17|Item_2040|2018-05-22,0.012
S_17|Item_2040|2018-06-02,0.012
S_17|Item_2040|2018-06-13,0.012
S_17|Item_2040|2018-07-19,0.012
S_17|Item_2040|2018-08-24,0.012
S_17|Item_2040|2018-09-23,0.012
S_17|Item_2041|2018-02-14,0.012
S_17|Item_2041|2018-05-22,0.012
S_17|Item_2041|2018-06-02,0.012
S_17|Item_2041|2018-06-13,0.012
S_17|Item_2041|2018-07-19,0.012
S_17|Item_2041|2018-08-24,0.012
S_17|Item_2041|2018-09-23,0.012
S_17|Item_2168|2018-02-14,0.012
S_17|Item_2168|2018-05-22,0.012
S_17|Item_2168|2018-06-02,0.012
S_17|Item_2168|2018-06-13,0.012
S_17|Item_2168|2018-07-19,0.012
S_17|Item_2168|2018-08-24,0.012
S_17|Item_2168|2018-09-23,0.012
S_17|Item_2180|2018-02-14,0.012
S_17|Item_2180|2018-05-22,0.012
S_17|Item_2180|2018-06-02,0.012
S_17|Item_2180|2018-06-13,0.012
S_17|Item_2180|2018-07-19,0.012
S_17|Item_2180|2018-08-24,0.012
S_17|Item_2180|2018-09-23,0.012
S_17|Item_2181|2018-02-14,0.012
S_17|Item_2181|2018-05-22,0.012
S_17|Item_2181|2018-06-02,0.012
S_17|Item_2181|2018-06-13,0.012
S_17|Item_2181|2018-07-19,0.012
S_17|Item_2181|2018-08-24,0.012
S_17|Item_2181|2018-09-23,0.012
S_17|Item_2182|2018-02-14,0.012
S_17|Item_2182|2018-05-22,0.012
S_17|Item_2182|2018-06-02,0.012
S_17|Item_2182|2018-06-13,0.012
S_17|Item_2182|2018-07-19,0.012
S_17|Item_2182|2018-08-24,0.012
S_17|Item_2182|2018-09-23,0.012
S_17|Item_2186|2018-02-14,0.012
S_17|Item_2186|2018-05-22,0.012
S_17|Item_2186|2018-06-02,0.012
S_17|Item_2186|2018-06-13,0.012
S_17|Item_2186|2018-07-19,0.012
S_17|Item_2186|2018-08-24,0.012
S_17|Item_2186|2018-09-23,0.012
S_17|Item_2187|2018-02-14,0.012
S_17|Item_2187|2018-05-22,0.012
S_17|Item_2187|2018-06-02,0.012
S_17|Item_2187|2018-06-13,0.012
S_17|Item_2187|2018-07-19,0.012
S_17|Item_2187|2018-08-24,0.012
S_17|Item_2187|2018-09-23,0.012
S_17|Item_2220|2018-02-14,0.012
S_17|Item_2220|2018-05-22,0.012
S_17|Item_2220|2018-06-02,0.012
S_17|Item_2220|2018-06-13,0.012
S_17|Item_2220|2018-07-19,0.012
S_17|Item_2220|2018-08-24,0.012
S_17|Item_2220|2018-09-23,0.012
S_17|Item_2221|2018-02-14,0.012
S_17|Item_2221|2018-05-22,0.012
S_17|Item_2221|2018-06-02,0.012
S_17|Item_2221|2018-06-13,0.012
S_17|Item_2221|2018-07-19,0.012
S_17|Item_2221|2018-08-24,0.012
S_17|Item_2221|2018-09-23,0.012
S_17|Item_2228|2018-02-14,0.012
S_17|Item_2228|2018-05-22,0.012
S_17|Item_2228|2018-06-02,0.012
S_17|Item_2228|2018-06-13,0.012
S_17|Item_2228|2018-07-19,0.012
S_17|Item_2228|2018-08-24,0.012
S_17|Item_2228|2018-09-23,0.012
S_17|Item_2230|2018-02-14,0.012
S_17|Item_2230|2018-05-22,0.012
S_17|Item_2230|2018-06-02,0.012
S_17|Item_2230|2018-06-13,0.012
S_17|Item_2230|2018-07-19,0.012
S_17|Item_2230|2018-08-24,0.012
S_17|Item_2230|2018-09-23,0.012
S_17|Item_2684|2018-02-14,0.012
S_17|Item_2684|2018-05-22,0.012
S_17|Item_2684|2018-06-02,0.012
S_17|Item_2684|2018-06-13,0.012
S_17|Item_2684|2018-07-19,0.012
S_17|Item_2684|2018-08-24,0.012
S_17|Item_2684|2018-09-23,0.012
S_17|Item_2724|2018-02-14,0.012
S_17|Item_2724|2018-05-22,0.012
S_17|Item_2724|2018-06-02,0.012
S_17|Item_2724|2018-06-13,0.012
S_17|Item_2724|2018-07-19,0.012
S_17|Item_2724|2018-08-24,0.012
S_17|Item_2724|2018-09-23,0.012
S_17|Item_2725|2018-02-14,0.012
S_17|Item_2725|2018-05-22,0.012
S_17|Item_2725|2018-06-02,0.012
S_17|Item_2725|2018-06-13,0.012
S_17|Item_2725|2018-07-19,0.012
S_17|Item_2725|2018-08-24,0.012
S_17|Item_2725|2018-09-23,0.012
S_17|Item_2730|2018-02-14,0.012
S_17|Item_2730|2018-05-22,0.012
S_17|Item_2730|2018-06-02,0.012
S_17|Item_2730|2018-06-13,0.012
S_17|Item_2730|2018-07-19,0.012
S_17|Item_2730|2018-08-24,0.012
S_17|Item_2730|2018-09-23,0.012
S_17|Item_2733|2018-02-14,0.012
S_17|Item_2733|2018-05-22,0.012
S_17|Item_2733|2018-06-02,0.012
S_17|Item_2733|2018-06-13,0.012
S_17|Item_2733|2018-07-19,0.012
S_17|Item_2733|2018-08-24,0.012
S_17|Item_2733|2018-09-23,0.012
S_17|Item_2735|2018-02-14,0.012
S_17|Item_2735|2018-05-22,0.012
S_17|Item_2735|2018-06-02,0.012
S_17|Item_2735|2018-06-13,0.012
S_17|Item_2735|2018-07-19,0.012
S_17|Item_2735|2018-08-24,0.012
S_17|Item_2735|2018-09-23,0.012
S_17|Item_2737|2018-02-14,0.012
S_17|Item_2737|2018-05-22,0.012
S_17|Item_2737|2018-06-02,0.012
S_17|Item_2737|2018-06-13,0.012
S_17|Item_2737|2018-07-19,0.012
S_17|Item_2737|2018-08-24,0.012
S_17|Item_2737|2018-09-23,0.012
S_17|Item_2746|2018-02-14,0.012
S_17|Item_2746|2018-05-22,0.012
S_17|Item_2746|2018-06-02,0.012
S_17|Item_2746|2018-06-13,0.012
S_17|Item_2746|2018-07-19,0.012
S_17|Item_2746|2018-08-24,0.012
S_17|Item_2746|2018-09-23,0.012
S_17|Item_2747|2018-02-14,0.012
S_17|Item_2747|2018-05-22,0.012
S_17|Item_2747|2018-06-02,0.012
S_17|Item_2747|2018-06-13,0.012
S_17|Item_2747|2018-07-19,0.012
S_17|Item_2747|2018-08-24,0.012
S_17|Item_2747|2018-09-23,0.012
S_17|Item_2782|2018-02-14,0.012
S_17|Item_2782|2018-05-22,0.012
S_17|Item_2782|2018-06-02,0.012
S_17|Item_2782|2018-06-13,0.012
S_17|Item_2782|2018-07-19,0.012
S_17|Item_2782|2018-08-24,0.012
S_17|Item_2782|2018-09-23,0.012
S_17|Item_2792|2018-02-14,0.012
S_17|Item_2792|2018-05-22,0.012
S_17|Item_2792|2018-06-02,0.012
S_17|Item_2792|2018-06-13,0.012
S_17|Item_2792|2018-07-19,0.012
S_17|Item_2792|2018-08-24,0.012
S_17|Item_2792|2018-09-23,0.012
S_17|Item_2822|2018-02-14,0.012
S_17|Item_2822|2018-05-22,0.012
S_17|Item_2822|2018-06-02,0.012
S_17|Item_2822|2018-06-13,0.012
S_17|Item_2822|2018-07-19,0.012
S_17|Item_2822|2018-08-24,0.012
S_17|Item_2822|2018-09-23,0.012
S_17|Item_2824|2018-02-14,0.012
S_17|Item_2824|2018-05-22,0.012
S_17|Item_2824|2018-06-02,0.012
S_17|Item_2824|2018-06-13,0.012
S_17|Item_2824|2018-07-19,0.012
S_17|Item_2824|2018-08-24,0.012
S_17|Item_2824|2018-09-23,0.012
S_17|Item_2826|2018-02-14,0.012
S_17|Item_2826|2018-05-22,0.012
S_17|Item_2826|2018-06-02,0.012
S_17|Item_2826|2018-06-13,0.012
S_17|Item_2826|2018-07-19,0.012
S_17|Item_2826|2018-08-24,0.012
S_17|Item_2826|2018-09-23,0.012
S_17|Item_2827|2018-02-14,0.012
S_17|Item_2827|2018-05-22,0.012
S_17|Item_2827|2018-06-02,0.012
S_17|Item_2827|2018-06-13,0.012
S_17|Item_2827|2018-07-19,0.012
S_17|Item_2827|2018-08-24,0.012
S_17|Item_2827|2018-09-23,0.012
S_17|Item_2834|2018-02-14,0.012
S_17|Item_2834|2018-05-22,0.012
S_17|Item_2834|2018-06-02,0.012
S_17|Item_2834|2018-06-13,0.012
S_17|Item_2834|2018-07-19,0.012
S_17|Item_2834|2018-08-24,0.012
S_17|Item_2834|2018-09-23,0.012
S_17|Item_2841|2018-02-14,0.012
S_17|Item_2841|2018-05-22,0.012
S_17|Item_2841|2018-06-02,0.012
S_17|Item_2841|2018-06-13,0.012
S_17|Item_2841|2018-07-19,0.012
S_17|Item_2841|2018-08-24,0.012
S_17|Item_2841|2018-09-23,0.012
S_17|Item_2842|2018-02-14,0.012
S_17|Item_2842|2018-05-22,0.012
S_17|Item_2842|2018-06-02,0.012
S_17|Item_2842|2018-06-13,0.012
S_17|Item_2842|2018-07-19,0.012
S_17|Item_2842|2018-08-24,0.012
S_17|Item_2842|2018-09-23,0.012
S_17|Item_2843|2018-02-14,0.012
S_17|Item_2843|2018-05-22,0.012
S_17|Item_2843|2018-06-02,0.012
S_17|Item_2843|2018-06-13,0.012
S_17|Item_2843|2018-07-19,0.012
S_17|Item_2843|2018-08-24,0.012
S_17|Item_2843|2018-09-23,0.012
S_17|Item_637|2018-02-14,0.012
S_17|Item_637|2018-05-22,0.012
S_17|Item_637|2018-06-02,0.012
S_17|Item_637|2018-06-13,0.012
S_17|Item_637|2018-07-19,0.012
S_17|Item_637|2018-08-24,0.012
S_17|Item_637|2018-09-23,0.012
S_17|Item_1040|2018-02-14,0.012
S_17|Item_1040|2018-05-22,0.012
S_17|Item_1040|2018-06-02,0.012
S_17|Item_1040|2018-06-13,0.012
S_17|Item_1040|2018-07-19,0.012
S_17|Item_1040|2018-08-24,0.012
S_17|Item_1040|2018-09-23,0.012
S_17|Item_1168|2018-02-14,0.012
S_17|Item_1168|2018-05-22,0.012
S_17|Item_1168|2018-06-02,0.012
S_17|Item_1168|2018-06-13,0.012
S_17|Item_1168|2018-07-19,0.012
S_17|Item_1168|2018-08-24,0.012
S_17|Item_1168|2018-09-23,0.012
S_17|Item_1206|2018-02-14,0.012
S_17|Item_1206|2018-05-22,0.012
S_17|Item_1206|2018-06-02,0.012
S_17|Item_1206|2018-06-13,0.012
S_17|Item_1206|2018-07-19,0.012
S_17|Item_1206|2018-08-24,0.012
S_17|Item_1206|2018-09-23,0.012
S_17|Item_1245|2018-02-14,0.012
S_17|Item_1245|2018-05-22,0.012
S_17|Item_1245|2018-06-02,0.012
S_17|Item_1245|2018-06-13,0.012
S_17|Item_1245|2018-07-19,0.012
S_17|Item_1245|2018-08-24,0.012
S_17|Item_1245|2018-09-23,0.012
S_17|Item_1269|2018-02-14,0.012
S_17|Item_1269|2018-05-22,0.012
S_17|Item_1269|2018-06-02,0.012
S_17|Item_1269|2018-06-13,0.012
S_17|Item_1269|2018-07-19,0.012
S_17|Item_1269|2018-08-24,0.012
S_17|Item_1269|2018-09-23,0.012
S_17|Item_1277|2018-02-14,0.012
S_17|Item_1277|2018-05-22,0.012
S_17|Item_1277|2018-06-02,0.012
S_17|Item_1277|2018-06-13,0.012
S_17|Item_1277|2018-07-19,0.012
S_17|Item_1277|2018-08-24,0.012
S_17|Item_1277|2018-09-23,0.012
S_17|Item_1301|2018-02-14,0.012
S_17|Item_1301|2018-05-22,0.012
S_17|Item_1301|2018-06-02,0.012
S_17|Item_1301|2018-06-13,0.012
S_17|Item_1301|2018-07-19,0.012
S_17|Item_1301|2018-08-24,0.012
S_17|Item_1301|2018-09-23,0.012
S_17|Item_1590|2018-02-14,0.012
S_17|Item_1590|2018-05-22,0.012
S_17|Item_1590|2018-06-02,0.012
S_17|Item_1590|2018-06-13,0.012
S_17|Item_1590|2018-07-19,0.012
S_17|Item_1590|2018-08-24,0.012
S_17|Item_1590|2018-09-23,0.012
S_17|Item_1594|2018-02-14,0.012
S_17|Item_1594|2018-05-22,0.012
S_17|Item_1594|2018-06-02,0.012
S_17|Item_1594|2018-06-13,0.012
S_17|Item_1594|2018-07-19,0.012
S_17|Item_1594|2018-08-24,0.012
S_17|Item_1594|2018-09-23,0.012
S_17|Item_1598|2018-02-14,0.012
S_17|Item_1598|2018-05-22,0.012
S_17|Item_1598|2018-06-02,0.012
S_17|Item_1598|2018-06-13,0.012
S_17|Item_1598|2018-07-19,0.012
S_17|Item_1598|2018-08-24,0.012
S_17|Item_1598|2018-09-23,0.012
S_17|Item_1639|2018-02-14,0.012
